"","x"
"1",0.000197708251231544
"2",0.000119299965152743
"3",0.000107889402306164
"4",0.000206538801592596
"5",9.40131231391456e-05
"6",0.000386982755410912
"7",0.000159161267816533
"8",0.000297772400764286
"9",0.000157906473495554
"10",0.000258700361973221
"11",0.000668940490965515
"12",5.94025379960527e-05
"13",0.0003272780279246
"14",0.000146860877911156
"15",0.000328996463558101
"16",0.000306620595548693
"17",0.000557245540694683
"18",0.000106885809361173
"19",0.000158683931262338
"20",0.000132107202348496
"21",0.000251113207458098
"22",0.000328244523527685
"23",0.000202409514834384
"24",0.000178412978365485
"25",7.53803036416067e-05
"26",9.09033638245175e-05
"27",0.000232436799868762
"28",0.000303640620265159
"29",0.000189346639594147
"30",9.35933446708575e-05
"31",0.000201681592005376
"32",0.000353442859424383
"33",0.000395035859518992
"34",0.000251239832302417
"35",0.000224228667796016
"36",0.000145180156148819
"37",0.000356020903599486
"38",0.000134631992817245
"39",0.000292180016949375
"40",7.74832981731986e-05
"41",0.000169176219263009
"42",0.000357609245825665
"43",0.000141745109414903
"44",0.00034431296667234
"45",9.31584381154824e-05
"46",0.000599226528542142
"47",0.000130234770687152
"48",0.000177682311903581
"49",0.000246507186179961
"50",0.00013586907159545
