"","x"
"1",5.83791722146242e-05
"2",0.00022061145519416
"3",0.000253836448617713
"4",0.000120514511366721
"5",0.000439599886851561
"6",0.000208388647222304
"7",0.000608751761729848
"8",0.00018901571831818
"9",0.000437132073196632
"10",1.85465940065607e-05
"11",0.000561344336866029
"12",0.000380677733241717
"13",0.000254663131459901
"14",0.000320526590885497
"15",9.85063132574559e-06
"16",0.000225367292967202
"17",0.000110602098550682
"18",1.25067506365709e-05
"19",2.1856126010268e-05
"20",0.00021260707737842
"21",0.000365114575847193
"22",1.39992258282588e-05
"23",0.000519092873681545
"24",9.95714591608679e-05
"25",2.840545765526e-09
"26",4.36989395783013e-05
"27",0.000487212675542722
"28",0.000553174770840632
"29",9.77778046916219e-05
"30",0.00024776968385979
"31",0.000626007290526413
"32",0.000561418440181505
"33",0.000221559003537755
"34",0.00042180076078592
"35",9.43621171090078e-05
"36",4.48575713923309e-05
"37",0.000424667026206862
"38",2.56217935227315e-05
"39",0.000167148741377439
"40",0.000146397905625508
"41",0.000208086776672135
"42",0.000313487280170408
"43",0.00015654173929377
"44",0.000598997317668761
"45",0.000137609264984554
"46",0.000282908103402681
"47",0.000410650516817771
"48",6.87730332889105e-05
"49",0.000268435714211176
"50",0.000313848202043241
