"","x"
"1",1.32443935876671e-05
"2",6.8946853913696e-07
"3",0.000280807773347242
"4",5.17550857740316e-05
"5",8.87101066826404e-05
"6",5.58716863897701e-05
"7",1.11417653720471e-05
"8",3.30200369760269e-05
"9",0.000105018125034271
"10",1.66708449605871e-05
"11",3.82091797755072e-06
"12",2.73597440639408e-06
"13",6.31684773630916e-05
"14",1.16176950511429e-05
"15",0.000269141553474415
"16",7.4208497506645e-05
"17",6.05858524805276e-07
"18",1.1059470383928e-05
"19",3.26224773534901e-07
"20",7.55963105726013e-05
"21",6.52897632666554e-05
"22",4.1406086446915e-06
"23",3.73928254105443e-05
"24",0.000174230097770069
"25",9.40083625444982e-08
"26",2.87565765510165e-05
"27",2.43632650627667e-05
"28",7.71657061978473e-06
"29",0.000129417294255689
"30",2.56766901375274e-07
"31",1.25149107948072e-08
"32",3.62569295198659e-05
"33",1.62409426859259e-05
"34",1.566020000788e-05
"35",0.00011002863286434
"36",3.16376724029843e-05
"37",9.27959725926752e-05
"38",1.30089276217497e-05
"39",4.8767789113353e-05
"40",1.77994848974113e-06
"41",1.74947959672852e-05
"42",6.12884284987048e-05
"43",2.4115080620117e-05
"44",3.0171992674337e-05
"45",1.31614070929747e-05
"46",1.40910357217506e-05
"47",6.25138530951099e-05
"48",3.64209501233951e-05
"49",2.0580567495138e-05
"50",0.000123637461618386
