"","x"
"1",2.11981113030148e-05
"2",0.00041405893736054
"3",0.000523691864664886
"4",7.08113088569947e-05
"5",0.000521022072111714
"6",0.000318266049335912
"7",9.31479646486903e-05
"8",0.000246551049970693
"9",9.17834776388962e-05
"10",0.000121723435787195
"11",5.64931112111422e-06
"12",0.000251202817134864
"13",9.71759253961564e-05
"14",0.000298406221104365
"15",1.79801675689494e-05
"16",0.000242747876884055
"17",0.000539437711055191
"18",4.77006958102373e-05
"19",2.85060897504536e-05
"20",0.000424474847222552
"21",0.000277046413535474
"22",4.60107785068394e-06
"23",0.000115158927679758
"24",0.000115785405657405
"25",0.000554567576643189
"26",0.000577117962712103
"27",0.000350463458536594
"28",0.000522834939758467
"29",0.000404237201119691
"30",6.99871683206376e-05
"31",0.000560357906305161
"32",0.000173830331989634
"33",0.00036465406751004
"34",0.000396240334189573
"35",0.000136836220191657
"36",0.000251172469062786
"37",0.000246293975528153
"38",5.87827002334509e-08
"39",2.30609493774025e-05
"40",0.000112570384858535
"41",0.000506143819217277
"42",0.000254258128598989
"43",0.000198255332067819
"44",0.000382802160650708
"45",0.000467415474134012
"46",0.00019176040349371
"47",0.000388363414099828
"48",0.000119410116106862
"49",0.000176079132931761
"50",0.000300338263156346
