"","x"
"1",4.96091333155408e-06
"2",8.06050096338558e-05
"3",0.0025176592114995
"4",4.09038915905004e-05
"5",0.00015441885679405
"6",1.2429620867351e-05
"7",0.000332699743803745
"8",8.64346409871567e-06
"9",0.000155080320276574
"10",8.22516991809768e-06
"11",9.23145244756106e-05
"12",0.000159367025018491
"13",0.000480263917229329
"14",0.000598394287187966
"15",0.00162589315593198
"16",1.1310915235193e-07
"17",1.28098926188028e-06
"18",2.43819616220731e-05
"19",1.10613539553334e-07
"20",0.00110090875504243
"21",6.50304588709044e-05
"22",0.000358054413825804
"23",8.22634481551428e-05
"24",0.00105704360903815
"25",0.000215319134772777
"26",0.000740850514008872
"27",8.7596153427582e-05
"28",3.36709392734288e-05
"29",0.000108336526293331
"30",9.37543019118284e-05
"31",1.51191759314593e-08
"32",2.60699982380219e-05
"33",0.000157508395242118
"34",3.43919037136265e-05
"35",0.00319962503810813
"36",0.000273124746052174
"37",0.00123393612108066
"38",0.000280086818384004
"39",0.0010846200003281
"40",0.000763685139212425
"41",4.02747651208844e-06
"42",0.000814383615086088
"43",0.00077812540974915
"44",0.000122091371880023
"45",6.00335926483423e-05
"46",0.000373826203023136
"47",0.000200131277012582
"48",0.000154033889862042
"49",5.31464682179486e-07
"50",1.85451113446696e-05
