"","x"
"1",0.000414553797774091
"2",0.000565790815580612
"3",1.1371890762289e-06
"4",2.75635526290393e-05
"5",3.3792314269683e-05
"6",0.000469763212099145
"7",0.00034231125657268
"8",0.000261388504106356
"9",0.000104866558501754
"10",7.52594686129661e-06
"11",0.000323078469399549
"12",0.000560996880180944
"13",0.000107622911842162
"14",6.35940309514837e-05
"15",0.000478859549495516
"16",8.32057339033223e-06
"17",0.00035758104741435
"18",3.220834007416e-06
"19",3.94233329383346e-05
"20",0.000281192761167277
"21",4.16517693486063e-05
"22",8.30307702221156e-06
"23",0.000242951995351246
"24",0.000554438316930847
"25",0.000345200676058709
"26",0.000112108042494538
"27",0.000297433483401009
"28",2.80645879816845e-05
"29",2.64403049656188e-05
"30",0.000202492478194244
"31",0.00021111883492882
"32",3.82268738023739e-06
"33",0.000514233515543726
"34",6.85963267590314e-05
"35",3.93621600181086e-05
"36",0.000362771434262241
"37",0.000474322672077136
"38",2.89591774584227e-05
"39",4.46195451419668e-05
"40",7.93057405319205e-05
"41",6.98186893387042e-05
"42",0.000349114284240082
"43",0.000428508692847623
"44",0.000199197468951972
"45",0.000149687589878088
"46",0.000386124134381479
"47",0.000420543321232028
"48",6.49488990921864e-05
"49",0.000318567074218061
"50",0.000156024809124408
