"","x"
"1",0.00046606151581666
"2",0.000330122354598917
"3",9.57612938604216e-05
"4",0.000457359542818802
"5",0.000409790551732388
"6",0.000428948902767654
"7",0.000418658716777254
"8",0.000444269245715127
"9",0.000437992194278531
"10",0.000416595665931661
"11",0.000364990498668793
"12",0.000308355570992816
"13",0.000457162933230597
"14",0.000378553351930801
"15",7.06742975036083e-05
"16",0.00019966410601951
"17",0.000363419822406086
"18",0.000283195838977959
"19",0.000354477024045106
"20",0.000489543475271462
"21",0.000471270396040595
"22",0.00039709743185701
"23",0.000297937439190638
"24",0.000528454898640903
"25",0.000319154731993369
"26",0.000375677949877936
"27",0.000421922136304887
"28",0.000294051011791406
"29",0.000525435840862635
"30",0.00024917399092472
"31",0.000360301417314854
"32",0.000443619287248552
"33",0.000410371557154399
"34",0.000319509021976754
"35",0.00022955819077286
"36",0.000199553421456738
"37",0.000430884883104605
"38",0.000285910276482561
"39",0.00025130585357956
"40",0.000325591261396241
"41",0.000395328587019351
"42",0.000245234426262425
"43",0.000377497980642674
"44",0.000462264591887772
"45",0.000321096521324167
"46",0.000227665235317582
"47",0.000417500839429773
"48",0.000420306987804991
"49",0.000445381274713783
"50",0.000546372239606373
