"","x"
"1",5.29583079742809e-06
"2",4.93067057689103e-06
"3",1.96790863391157e-05
"4",3.28768192597297e-05
"5",5.94301777347523e-07
"6",3.47063524227725e-06
"7",2.03381360485996e-06
"8",3.20875929601158e-05
"9",3.19487374198133e-05
"10",8.49772362322346e-06
"11",6.84375198197587e-07
"12",7.12865599485586e-10
"13",0.000134375113914331
"14",2.69108451030738e-05
"15",5.50254250768703e-05
"16",8.79514402589471e-09
"17",9.28245996266955e-07
"18",4.69683337740816e-05
"19",1.92299043776743e-08
"20",1.93683896894589e-05
"21",6.45226737817668e-05
"22",5.97976475538949e-06
"23",7.0952147314108e-05
"24",3.71195011342556e-05
"25",5.92498561983663e-06
"26",4.02995553309382e-06
"27",3.51893821504251e-05
"28",1.23212222819707e-05
"29",8.61462062324948e-05
"30",1.64992959004472e-06
"31",7.41496835888982e-09
"32",1.40310964860608e-05
"33",3.27893028800212e-06
"34",2.6641806975797e-05
"35",2.66795425319094e-05
"36",9.22473139327311e-07
"37",0.000100614857132805
"38",1.07804047167424e-06
"39",1.9742947132343e-05
"40",1.26955992567733e-07
"41",2.80919145271782e-06
"42",2.01624525591049e-05
"43",2.62392941280873e-05
"44",9.6815077917916e-07
"45",5.16847563464706e-05
"46",2.90966792245862e-05
"47",0.000187853234487822
"48",1.74764421126132e-05
"49",2.83818667109713e-07
"50",0.000139935138731803
